VCTRL_V,dc_gain_dB,ac_gain_28G_dB,peaking_28G_dB,G_peak_dB,f_peak_Hz,f_3dB_Hz
0.15,-5.6079951834017185,-6.6926929379485,-1.0846977545467817,-5.240366279475216,532176612.0,44146843379.08337
0.28,1.0499485575849175,0.28415691013707217,-0.7657916474478452,1.7998237144966103,576858564.0,42796399662.0235
0.42,2.757309258475584,2.110244741231544,-0.6470645172440399,3.6389750324035317,570252775.0,42514673074.914665
0.65,3.8210175813463425,3.295636773896156,-0.5253808074501864,4.826661430885165,583540875.0,42402960555.66796
