t_ui,v_outp,v_outn
0.015999999999999945,1.40824328,1.38317971
0.07199999999999976,1.40824329,1.38317971
0.12799999999999956,1.40824329,1.38317971
0.18399999999999936,1.4082433,1.3831797
0.2399999999999992,1.4082433,1.3831797
0.295999999999999,1.4082433,1.3831797
0.3520000000000017,1.4082433,1.3831797
0.4080000000000015,1.4082433,1.3831797
0.4640000000000013,1.4082433,1.38317971
0.5200000000000011,1.4082433,1.38317971
0.576000000000001,1.4082433,1.38317971
0.6320000000000007,1.40824331,1.38317971
0.6880000000000005,1.40824331,1.38317971
0.7440000000000003,1.40824331,1.38317971
0.8000000000000002,1.40824331,1.38317971
0.856,1.40824331,1.38317971
0.9119999999999998,1.40824331,1.38317971
0.9679999999999995,1.40824331,1.38317971
1.0239999999999994,1.40824331,1.38317971
1.0799999999999992,1.40824331,1.38317971
1.135999999999999,1.40824331,1.38317971
1.1920000000000017,1.40824331,1.38317971
1.2480000000000016,1.40824331,1.38317971
1.3040000000000014,1.40824331,1.38317971
1.3600000000000012,1.40824331,1.38317971
1.4160000000000008,1.40824331,1.38317971
1.4720000000000006,1.40824331,1.38317971
1.5280000000000005,1.40824331,1.38317971
1.5840000000000003,1.40824331,1.38317971
1.6400000000000001,1.40824331,1.38317971
1.696,1.40824331,1.38317971
1.7519999999999998,1.40824331,1.38317972
1.8079999999999996,1.40824331,1.38317972
1.8639999999999994,1.40824331,1.38317972
1.9199999999999993,1.40824332,1.38317972
1.975999999999999,1.40824332,1.38317972
1.6000000010787207e-06,1.40824332,1.38317972
0.005601599999999901,1.40820665,1.38321638
0.01680160000000044,1.40807891,1.38334416
0.03920160000000152,1.40757179,1.3838516
0.08400160000000079,1.40580963,1.3856155
0.1400016000000006,1.40254515,1.38888281
0.19600160000000041,1.3984744,1.39295515
0.2520016000000002,1.39387719,1.39755166
0.25760159999999904,1.39343043,1.3979982
0.2688015999999996,1.3925852,1.39884294
0.29120160000000067,1.39111309,1.40031386
0.3360015999999999,1.38880888,1.40261559
0.39200159999999973,1.38683761,1.40458457
0.44800159999999956,1.38555573,1.4058653
0.5040015999999994,1.38472361,1.40669703
0.5600015999999991,1.38418241,1.40723829
0.6160015999999989,1.38383127,1.40758972
0.6720016000000016,1.38360282,1.40781852
0.7280016000000015,1.38345467,1.40796702
0.7840016000000013,1.38335823,1.40806376
0.8400016000000011,1.38329574,1.4081265
0.8960016000000008,1.38325502,1.40816741
0.9520016000000007,1.38322866,1.40819392
0.9999992000000002,1.38321355,1.40820913
1.005599199999999,1.38324884,1.40817385
1.0167991999999995,1.38337398,1.40804876
1.0391992000000005,1.38387674,1.40754635
1.0839991999999998,1.38563333,1.40579156
1.1399991999999997,1.38889438,1.40253338
1.1959991999999995,1.39296265,1.39846674
1.2519991999999993,1.39755652,1.39387219
1.2575992000000011,1.39800286,1.39342564
1.2687992000000017,1.39884722,1.3925808
1.2911991999999997,1.40031747,1.39110937
1.335999199999999,1.40261814,1.38880623
