freq_Hz,S21_mag_model,S21_mag_em,S21_ang_deg_model,S21_ang_deg_em,S11_mag_model,S11_mag_em
1.346688e+10,0.99228906,0.98727585,-6.998007,-7.011720,0.05193511,0.05200910
1.371625e+10,0.99221432,0.98713596,-7.126829,-7.137085,0.05287254,0.05285617
1.396562e+10,0.99213863,0.98699640,-7.255621,-7.262349,0.05380965,0.05370195
1.421500e+10,0.99206202,0.98685732,-7.384385,-7.387515,0.05474642,0.05454647
1.446438e+10,0.99198449,0.98671865,-7.513120,-7.512585,0.05568286,0.05538975
1.471375e+10,0.99190606,0.98658038,-7.641827,-7.637565,0.05661895,0.05623186
1.496312e+10,0.99182674,0.98644268,-7.770507,-7.762460,0.05755471,0.05707281
1.521250e+10,0.99174654,0.98630541,-7.899159,-7.887272,0.05849013,0.05791266
1.546188e+10,0.99166547,0.98616871,-8.027785,-8.012014,0.05942521,0.05875145
1.571125e+10,0.99158354,0.98603252,-8.156385,-8.136681,0.06035996,0.05958922
1.596062e+10,0.99150077,0.98589682,-8.284958,-8.261281,0.06129437,0.06042599
1.621000e+10,0.99141715,0.98576163,-8.413507,-8.385821,0.06222845,0.06126183
1.645938e+10,0.99133272,0.98562700,-8.542030,-8.510296,0.06316220,0.06209675
1.670875e+10,0.99124746,0.98549298,-8.670529,-8.634720,0.06409563,0.06293082
1.695812e+10,0.99116140,0.98535948,-8.799004,-8.759093,0.06502874,0.06376408
1.720750e+10,0.99107454,0.98522648,-8.927455,-8.883419,0.06596154,0.06459654
1.745688e+10,0.99098688,0.98509406,-9.055884,-9.007702,0.06689402,0.06542825
1.770625e+10,0.99089845,0.98496208,-9.184290,-9.131942,0.06782620,0.06625927
1.795562e+10,0.99080923,0.98483068,-9.312674,-9.256150,0.06875808,0.06708962
1.820500e+10,0.99071925,0.98469979,-9.441037,-9.380320,0.06968967,0.06791934
1.845438e+10,0.99062851,0.98456943,-9.569379,-9.504461,0.07062097,0.06874845
1.870375e+10,0.99053702,0.98443957,-9.697701,-9.628576,0.07155199,0.06957701
1.895312e+10,0.99044477,0.98431016,-9.826002,-9.752669,0.07248273,0.07040503
1.920250e+10,0.99035179,0.98418125,-9.954285,-9.876741,0.07341321,0.07123255
1.945188e+10,0.99025807,0.98405269,-10.082548,-10.000791,0.07434343,0.07205962
1.970125e+10,0.99016361,0.98392463,-10.210794,-10.124829,0.07527339,0.07288625
1.995062e+10,0.99006844,0.98379700,-10.339021,-10.248851,0.07620311,0.07371247
2.020000e+10,0.98997254,0.98366974,-10.467232,-10.372865,0.07713260,0.07453832
2.044938e+10,0.98987592,0.98354290,-10.595426,-10.496874,0.07806185,0.07536381
2.069875e+10,0.98977859,0.98341641,-10.723603,-10.620873,0.07899087,0.07618898
2.094812e+10,0.98968055,0.98329026,-10.851765,-10.744871,0.07991969,0.07701386
2.119750e+10,0.98958181,0.98316446,-10.979912,-10.868867,0.08084829,0.07783845
2.144688e+10,0.98948236,0.98303901,-11.108044,-10.992864,0.08177670,0.07866279
2.169625e+10,0.98938222,0.98291376,-11.236163,-11.116866,0.08270491,0.07948691
2.194562e+10,0.98928138,0.98278882,-11.364267,-11.240872,0.08363294,0.08031082
2.219500e+10,0.98917985,0.98266417,-11.492359,-11.364887,0.08456079,0.08113454
2.244438e+10,0.98907763,0.98253977,-11.620438,-11.488909,0.08548848,0.08195808
2.269375e+10,0.98897471,0.98241555,-11.748505,-11.612937,0.08641600,0.08278146
2.294312e+10,0.98887111,0.98229151,-11.876561,-11.736982,0.08734337,0.08360472
2.319250e+10,0.98876683,0.98216764,-12.004605,-11.861038,0.08827060,0.08442786
2.344188e+10,0.98866186,0.98204394,-12.132639,-11.985112,0.08919768,0.08525089
2.369125e+10,0.98855621,0.98192035,-12.260663,-12.109202,0.09012464,0.08607383
2.394062e+10,0.98844988,0.98179692,-12.388677,-12.233309,0.09105147,0.08689669
2.419000e+10,0.98834287,0.98167357,-12.516682,-12.357432,0.09197819,0.08771949
2.443938e+10,0.98823518,0.98155025,-12.644678,-12.481578,0.09290481,0.08854224
2.468875e+10,0.98812681,0.98142706,-12.772666,-12.605744,0.09383132,0.08936495
2.493812e+10,0.98801776,0.98130384,-12.900646,-12.729934,0.09475774,0.09018762
2.518750e+10,0.98790803,0.98118067,-13.028619,-12.854150,0.09568407,0.09101027
2.543688e+10,0.98779763,0.98105751,-13.156585,-12.978389,0.09661033,0.09183291
2.568625e+10,0.98768654,0.98093434,-13.284544,-13.102649,0.09753652,0.09265555
2.593562e+10,0.98757478,0.98081118,-13.412498,-13.226941,0.09846264,0.09347818
2.618500e+10,0.98746234,0.98068794,-13.540445,-13.351259,0.09938871,0.09430083
2.643438e+10,0.98734922,0.98056460,-13.668388,-13.475603,0.10031472,0.09512350
2.668375e+10,0.98723542,0.98044116,-13.796325,-13.599977,0.10124070,0.09594619
2.693312e+10,0.98712094,0.98031764,-13.924258,-13.724383,0.10216663,0.09676891
2.718250e+10,0.98700578,0.98019401,-14.052187,-13.848817,0.10309254,0.09759166
2.743188e+10,0.98688993,0.98007023,-14.180113,-13.973284,0.10401843,0.09841444
2.768125e+10,0.98677340,0.97994635,-14.308035,-14.097786,0.10494429,0.09923726
2.793062e+10,0.98665619,0.97982227,-14.435954,-14.222315,0.10587015,0.10006013
2.818000e+10,0.98653828,0.97969804,-14.563871,-14.346881,0.10679601,0.10088305
2.842938e+10,0.98641970,0.97957360,-14.691786,-14.471479,0.10772186,0.10170601
2.867875e+10,0.98630042,0.97944891,-14.819698,-14.596112,0.10864773,0.10252904
2.892812e+10,0.98618045,0.97932401,-14.947609,-14.720781,0.10957361,0.10335210
2.917750e+10,0.98605979,0.97919884,-15.075520,-14.845480,0.11049951,0.10417524
2.942688e+10,0.98593844,0.97907346,-15.203429,-14.970216,0.11142543,0.10499844
2.967625e+10,0.98581639,0.97894784,-15.331338,-15.094991,0.11235139,0.10582168
2.992562e+10,0.98569365,0.97882193,-15.459246,-15.219803,0.11327739,0.10664495
3.017500e+10,0.98557020,0.97869576,-15.587155,-15.344653,0.11420342,0.10746827
3.042438e+10,0.98544606,0.97856922,-15.715064,-15.469539,0.11512951,0.10829172
3.067375e+10,0.98532121,0.97844238,-15.842974,-15.594463,0.11605565,0.10911520
3.092312e+10,0.98519565,0.97831525,-15.970885,-15.719424,0.11698185,0.10993872
3.117250e+10,0.98506939,0.97818776,-16.098798,-15.844421,0.11790811,0.11076227
3.142188e+10,0.98494242,0.97805990,-16.226712,-15.969460,0.11883444,0.11158589
3.167125e+10,0.98481473,0.97793173,-16.354628,-16.094538,0.11976084,0.11240961
3.192062e+10,0.98468634,0.97780321,-16.482546,-16.219654,0.12068733,0.11323339
3.217000e+10,0.98455722,0.97767432,-16.610467,-16.344811,0.12161389,0.11405719
3.241938e+10,0.98442739,0.97754498,-16.738390,-16.470009,0.12254055,0.11488103
3.266875e+10,0.98429684,0.97741528,-16.866317,-16.595245,0.12346730,0.11570492
3.291812e+10,0.98416556,0.97728517,-16.994247,-16.720521,0.12439414,0.11652886
3.316750e+10,0.98403356,0.97715465,-17.122180,-16.845837,0.12532108,0.11735288
3.341688e+10,0.98390083,0.97702368,-17.250117,-16.971197,0.12624813,0.11817697
3.366625e+10,0.98376737,0.97689236,-17.378058,-17.096596,0.12717530,0.11900108
3.391562e+10,0.98363317,0.97676056,-17.506003,-17.222038,0.12810257,0.11982519
3.416500e+10,0.98349824,0.97662832,-17.633952,-17.347520,0.12902996,0.12064938
3.441438e+10,0.98336257,0.97649562,-17.761907,-17.473046,0.12995748,0.12147361
3.466375e+10,0.98322616,0.97636251,-17.889866,-17.598614,0.13088512,0.12229788
3.491312e+10,0.98308901,0.97622888,-18.017830,-17.724223,0.13181289,0.12312218
3.516250e+10,0.98295111,0.97609480,-18.145799,-17.849876,0.13274079,0.12394647
3.541188e+10,0.98281247,0.97596027,-18.273774,-17.975571,0.13366883,0.12477084
3.566125e+10,0.98267307,0.97582524,-18.401755,-18.101307,0.13459701,0.12559525
3.591062e+10,0.98253291,0.97568974,-18.529742,-18.227089,0.13552533,0.12641964
3.616000e+10,0.98239200,0.97555375,-18.657735,-18.352912,0.13645381,0.12724408
3.640938e+10,0.98225033,0.97541720,-18.785734,-18.478779,0.13738243,0.12806861
3.665875e+10,0.98210790,0.97528019,-18.913739,-18.604690,0.13831121,0.12889312
3.690812e+10,0.98196471,0.97514267,-19.041751,-18.730647,0.13924014,0.12971762
3.715750e+10,0.98182075,0.97500468,-19.169770,-18.856647,0.14016923,0.13054214
3.740688e+10,0.98167601,0.97486617,-19.297796,-18.982688,0.14109849,0.13136675
3.765625e+10,0.98153051,0.97472707,-19.425830,-19.108778,0.14202792,0.13219133
3.790562e+10,0.98138423,0.97458751,-19.553870,-19.234912,0.14295751,0.13301595
3.815500e+10,0.98123717,0.97444742,-19.681918,-19.361088,0.14388727,0.13384060
3.840438e+10,0.98108933,0.97430680,-19.809974,-19.487311,0.14481722,0.13466523
3.865375e+10,0.98094070,0.97416562,-19.938037,-19.613580,0.14574733,0.13548990
3.890312e+10,0.98079129,0.97402391,-20.066109,-19.739894,0.14667763,0.13631455
3.915250e+10,0.98064110,0.97388163,-20.194188,-19.866253,0.14760811,0.13713922
3.940188e+10,0.98049011,0.97373882,-20.322276,-19.992659,0.14853878,0.13796394
3.965125e+10,0.98033832,0.97359552,-20.450372,-20.119111,0.14946963,0.13878868
3.990062e+10,0.98018574,0.97345167,-20.578477,-20.245613,0.15040068,0.13961339
4.015000e+10,0.98003236,0.97330721,-20.706590,-20.372160,0.15133192,0.14043816
4.039938e+10,0.97987818,0.97316220,-20.834713,-20.498753,0.15226335,0.14126291
4.064875e+10,0.97972319,0.97301663,-20.962844,-20.625393,0.15319498,0.14208768
4.089812e+10,0.97956739,0.97287051,-21.090984,-20.752080,0.15412681,0.14291251
4.114750e+10,0.97941079,0.97272385,-21.219133,-20.878817,0.15505884,0.14373731
4.139688e+10,0.97925337,0.97257663,-21.347292,-21.005600,0.15599108,0.14456210
4.164625e+10,0.97909513,0.97242884,-21.475460,-21.132431,0.15692352,0.14538695
4.189562e+10,0.97893608,0.97228045,-21.603637,-21.259312,0.15785616,0.14621178
4.214500e+10,0.97877621,0.97213151,-21.731825,-21.386241,0.15878902,0.14703664
4.239438e+10,0.97861551,0.97198202,-21.860021,-21.513222,0.15972209,0.14786157
4.264375e+10,0.97845398,0.97183192,-21.988228,-21.640252,0.16065538,0.14868648
4.289312e+10,0.97829163,0.97168127,-22.116445,-21.767331,0.16158888,0.14951138
4.314250e+10,0.97812845,0.97153003,-22.244672,-21.894457,0.16252259,0.15033633
4.339188e+10,0.97796443,0.97137825,-22.372909,-22.021634,0.16345653,0.15116129
4.364125e+10,0.97779957,0.97122586,-22.501156,-22.148865,0.16439068,0.15198628
4.389062e+10,0.97763388,0.97107288,-22.629414,-22.276147,0.16532506,0.15281134
4.414000e+10,0.97746734,0.97091937,-22.757682,-22.403478,0.16625966,0.15363643
4.438938e+10,0.97729996,0.97076524,-22.885960,-22.530860,0.16719449,0.15446152
4.463875e+10,0.97713174,0.97061050,-23.014249,-22.658294,0.16812954,0.15528662
4.488812e+10,0.97696266,0.97045520,-23.142549,-22.785781,0.16906482,0.15611179
4.513750e+10,0.97679273,0.97029929,-23.270860,-22.913321,0.17000033,0.15693697
4.538688e+10,0.97662195,0.97014284,-23.399181,-23.040915,0.17093607,0.15776220
4.563625e+10,0.97645031,0.96998581,-23.527514,-23.168561,0.17187205,0.15858752
4.588562e+10,0.97627781,0.96982817,-23.655857,-23.296261,0.17280826,0.15941289
4.613500e+10,0.97610445,0.96966991,-23.784212,-23.424016,0.17374470,0.16023826
4.638438e+10,0.97593022,0.96951106,-23.912578,-23.551827,0.17468138,0.16106372
4.663375e+10,0.97575513,0.96935163,-24.040955,-23.679690,0.17561829,0.16188925
4.688312e+10,0.97557916,0.96919163,-24.169343,-23.807607,0.17655545,0.16271478
4.713250e+10,0.97540233,0.96903103,-24.297743,-23.935583,0.17749284,0.16354041
4.738188e+10,0.97522462,0.96886981,-24.426154,-24.063612,0.17843048,0.16436614
4.763125e+10,0.97504603,0.96870798,-24.554577,-24.191700,0.17936835,0.16519189
4.788062e+10,0.97486657,0.96854559,-24.683011,-24.319844,0.18030647,0.16601773
4.813000e+10,0.97468622,0.96838259,-24.811457,-24.448045,0.18124483,0.16684365
4.837938e+10,0.97450499,0.96821897,-24.939914,-24.576304,0.18218344,0.16766967
4.862875e+10,0.97432287,0.96805473,-25.068384,-24.704619,0.18312229,0.16849580
4.887812e+10,0.97413987,0.96788988,-25.196865,-24.832993,0.18406139,0.16932200
4.912750e+10,0.97395597,0.96772447,-25.325358,-24.961426,0.18500074,0.17014828
4.937688e+10,0.97377118,0.96755847,-25.453863,-25.089921,0.18594034,0.17097469
4.962625e+10,0.97358549,0.96739185,-25.582380,-25.218475,0.18688018,0.17180120
4.987562e+10,0.97339891,0.96722456,-25.710910,-25.347088,0.18782027,0.17262783
5.012500e+10,0.97321142,0.96705666,-25.839451,-25.475763,0.18876062,0.17345457
5.037438e+10,0.97302303,0.96688819,-25.968004,-25.604496,0.18970121,0.17428144
5.062375e+10,0.97283374,0.96671910,-26.096570,-25.733289,0.19064206,0.17510844
5.087312e+10,0.97264354,0.96654942,-26.225147,-25.862147,0.19158316,0.17593555
5.112250e+10,0.97245243,0.96637908,-26.353737,-25.991068,0.19252451,0.17676282
5.137188e+10,0.97226040,0.96620812,-26.482339,-26.120051,0.19346612,0.17759022
5.162125e+10,0.97206747,0.96603656,-26.610954,-26.249097,0.19440798,0.17841779
5.187062e+10,0.97187361,0.96586439,-26.739581,-26.378206,0.19535009,0.17924555
5.212000e+10,0.97167884,0.96569160,-26.868221,-26.507379,0.19629246,0.18007342
5.236938e+10,0.97148315,0.96551816,-26.996873,-26.636617,0.19723509,0.18090145
5.261875e+10,0.97128653,0.96534408,-27.125537,-26.765922,0.19817797,0.18172966
5.286812e+10,0.97108899,0.96516939,-27.254214,-26.895294,0.19912111,0.18255805
5.311750e+10,0.97089051,0.96499407,-27.382903,-27.024728,0.20006451,0.18338664
5.336688e+10,0.97069111,0.96481806,-27.511606,-27.154230,0.20100816,0.18421544
5.361625e+10,0.97049078,0.96464143,-27.640320,-27.283799,0.20195207,0.18504441
5.386562e+10,0.97028951,0.96446420,-27.769048,-27.413435,0.20289624,0.18587357
5.411500e+10,0.97008731,0.96428632,-27.897788,-27.543138,0.20384067,0.18670296
5.436438e+10,0.96988417,0.96410777,-28.026541,-27.672909,0.20478535,0.18753256
5.461375e+10,0.96968008,0.96392860,-28.155306,-27.802753,0.20573030,0.18836238
5.486312e+10,0.96947506,0.96374876,-28.284085,-27.932664,0.20667550,0.18919243
5.511250e+10,0.96926908,0.96356825,-28.412876,-28.062643,0.20762096,0.19002272
5.536188e+10,0.96906217,0.96338715,-28.541680,-28.192693,0.20856669,0.19085325
5.561125e+10,0.96885430,0.96320538,-28.670497,-28.322817,0.20951267,0.19168402
5.586062e+10,0.96864548,0.96302288,-28.799326,-28.453013,0.21045891,0.19251505
5.611000e+10,0.96843570,0.96283976,-28.928169,-28.583276,0.21140542,0.19334637
5.635938e+10,0.96822497,0.96265601,-29.057025,-28.713612,0.21235218,0.19417791
5.660875e+10,0.96801329,0.96247156,-29.185893,-28.844022,0.21329920,0.19500971
5.685812e+10,0.96780064,0.96228641,-29.314774,-28.974506,0.21424649,0.19584183
5.710750e+10,0.96758703,0.96210061,-29.443669,-29.105063,0.21519403,0.19667424
5.735688e+10,0.96737246,0.96191416,-29.572576,-29.235693,0.21614183,0.19750692
5.760625e+10,0.96715692,0.96172700,-29.701496,-29.366398,0.21708990,0.19833990
5.785562e+10,0.96694042,0.96153915,-29.830429,-29.497178,0.21803822,0.19917322
5.810500e+10,0.96672294,0.96135060,-29.959375,-29.628034,0.21898681,0.20000684
5.835438e+10,0.96650449,0.96116137,-30.088335,-29.758969,0.21993565,0.20084077
5.860375e+10,0.96628507,0.96097141,-30.217307,-29.889977,0.22088475,0.20167502
5.885312e+10,0.96606467,0.96078075,-30.346292,-30.021061,0.22183412,0.20250960
5.910250e+10,0.96584329,0.96058943,-30.475291,-30.152227,0.22278374,0.20334454
5.935188e+10,0.96562094,0.96039740,-30.604302,-30.283469,0.22373363,0.20417981
5.960125e+10,0.96539760,0.96020463,-30.733327,-30.414787,0.22468377,0.20501544
5.985062e+10,0.96517327,0.96001117,-30.862364,-30.546182,0.22563417,0.20585142
6.010000e+10,0.96494797,0.95981700,-30.991415,-30.677661,0.22658483,0.20668774
6.034938e+10,0.96472167,0.95962208,-31.120478,-30.809221,0.22753575,0.20752450
6.059875e+10,0.96449438,0.95942642,-31.249555,-30.940857,0.22848693,0.20836159
6.084812e+10,0.96426611,0.95923008,-31.378645,-31.072575,0.22943836,0.20919903
6.109750e+10,0.96403683,0.95903300,-31.507748,-31.204374,0.23039006,0.21003691
6.134688e+10,0.96380657,0.95883514,-31.636864,-31.336254,0.23134201,0.21087517
6.159625e+10,0.96357530,0.95863658,-31.765993,-31.468219,0.23229422,0.21171379
6.184562e+10,0.96334304,0.95843724,-31.895135,-31.600265,0.23324668,0.21255291
6.209500e+10,0.96310977,0.95823715,-32.024290,-31.732393,0.23419940,0.21339241
6.234438e+10,0.96287550,0.95803628,-32.153458,-31.864604,0.23515238,0.21423230
6.259375e+10,0.96264023,0.95783466,-32.282640,-31.996897,0.23610561,0.21507265
6.284312e+10,0.96240395,0.95763224,-32.411834,-32.129275,0.23705910,0.21591345
6.309250e+10,0.96216666,0.95742909,-32.541042,-32.261742,0.23801284,0.21675462
6.334188e+10,0.96192836,0.95722516,-32.670262,-32.394290,0.23896684,0.21759622
6.359125e+10,0.96168905,0.95702045,-32.799496,-32.526921,0.23992109,0.21843835
6.384062e+10,0.96144872,0.95681496,-32.928742,-32.659640,0.24087559,0.21928092
6.409000e+10,0.96120738,0.95660866,-33.058002,-32.792448,0.24183035,0.22012394
6.433938e+10,0.96096502,0.95640158,-33.187274,-32.925339,0.24278536,0.22096741
6.458875e+10,0.96072164,0.95619369,-33.316560,-33.058317,0.24374062,0.22181139
6.483812e+10,0.96047723,0.95598498,-33.445858,-33.191383,0.24469613,0.22265585
6.508750e+10,0.96023181,0.95577549,-33.575170,-33.324537,0.24565189,0.22350076
6.533688e+10,0.95998536,0.95556521,-33.704494,-33.457778,0.24660790,0.22434619
6.558625e+10,0.95973788,0.95535404,-33.833832,-33.591109,0.24756416,0.22519210
6.583562e+10,0.95948937,0.95514206,-33.963182,-33.724526,0.24852067,0.22603850
6.608500e+10,0.95923984,0.95492932,-34.092545,-33.858035,0.24947743,0.22688541
6.633438e+10,0.95898927,0.95471568,-34.221922,-33.991633,0.25043443,0.22773277
6.658375e+10,0.95873767,0.95450118,-34.351311,-34.125320,0.25139168,0.22858069
6.683312e+10,0.95848503,0.95428585,-34.480712,-34.259096,0.25234917,0.22942917
6.708250e+10,0.95823135,0.95406967,-34.610127,-34.392961,0.25330691,0.23027816
6.733188e+10,0.95797664,0.95385261,-34.739555,-34.526917,0.25426490,0.23112766
6.758125e+10,0.95772088,0.95363471,-34.868995,-34.660968,0.25522313,0.23197767
6.783062e+10,0.95746408,0.95341594,-34.998448,-34.795104,0.25618159,0.23282828
6.808000e+10,0.95720624,0.95319630,-35.127914,-34.929337,0.25714031,0.23367940
6.832938e+10,0.95694735,0.95297578,-35.257393,-35.063662,0.25809926,0.23453101
6.857875e+10,0.95668741,0.95275436,-35.386884,-35.198080,0.25905845,0.23538319
6.882812e+10,0.95642643,0.95253208,-35.516388,-35.332585,0.26001788,0.23623595
6.907750e+10,0.95616439,0.95230887,-35.645905,-35.467185,0.26097755,0.23708926
6.932688e+10,0.95590130,0.95208477,-35.775434,-35.601878,0.26193746,0.23794315
6.957625e+10,0.95563716,0.95185974,-35.904976,-35.736664,0.26289760,0.23879756
6.982562e+10,0.95537196,0.95163390,-36.034531,-35.871544,0.26385798,0.23965258
7.007500e+10,0.95510570,0.95140705,-36.164098,-36.006517,0.26481859,0.24050813
7.032438e+10,0.95483838,0.95117926,-36.293677,-36.141586,0.26577943,0.24136429
7.057375e+10,0.95457001,0.95095058,-36.423270,-36.276749,0.26674051,0.24222105
7.082312e+10,0.95430057,0.95072096,-36.552874,-36.412002,0.26770182,0.24307838
7.107250e+10,0.95403006,0.95049043,-36.682491,-36.547351,0.26866336,0.24393623
7.132188e+10,0.95375849,0.95025894,-36.812121,-36.682797,0.26962513,0.24479466
7.157125e+10,0.95348586,0.95002649,-36.941762,-36.818337,0.27058712,0.24565375
7.182062e+10,0.95321215,0.94979308,-37.071416,-36.953973,0.27154935,0.24651343
7.207000e+10,0.95293737,0.94955876,-37.201083,-37.089702,0.27251180,0.24737370
7.231938e+10,0.95266153,0.94932342,-37.330761,-37.225531,0.27347447,0.24823455
7.256875e+10,0.95238460,0.94908714,-37.460452,-37.361451,0.27443737,0.24909600
7.281812e+10,0.95210661,0.94884985,-37.590155,-37.497467,0.27540049,0.24995805
7.306750e+10,0.95182753,0.94861160,-37.719871,-37.633579,0.27636383,0.25082072
7.331688e+10,0.95154738,0.94837239,-37.849598,-37.769788,0.27732740,0.25168402
7.356625e+10,0.95126615,0.94813217,-37.979337,-37.906096,0.27829118,0.25254790
7.381562e+10,0.95098384,0.94789095,-38.109089,-38.042499,0.27925518,0.25341239
7.406500e+10,0.95070044,0.94764875,-38.238852,-38.178997,0.28021939,0.25427747
7.431438e+10,0.95041596,0.94740554,-38.368627,-38.315591,0.28118382,0.25514320
7.456375e+10,0.95013039,0.94716125,-38.498415,-38.452283,0.28214847,0.25600953
7.481312e+10,0.94984374,0.94691599,-38.628214,-38.589073,0.28311332,0.25687648
7.506250e+10,0.94955600,0.94666972,-38.758025,-38.725958,0.28407839,0.25774404
7.531188e+10,0.94926717,0.94642247,-38.887848,-38.862937,0.28504367,0.25861231
7.556125e+10,0.94897724,0.94617411,-39.017682,-39.000016,0.28600916,0.25948111
7.581062e+10,0.94868623,0.94592473,-39.147528,-39.137198,0.28697485,0.26035052
7.606000e+10,0.94839411,0.94567431,-39.277386,-39.274470,0.28794075,0.26122067
7.630938e+10,0.94810091,0.94542286,-39.407255,-39.411840,0.28890686,0.26209134
7.655875e+10,0.94780660,0.94517042,-39.537136,-39.549306,0.28987316,0.26296264
7.680812e+10,0.94751120,0.94491688,-39.667029,-39.686874,0.29083967,0.26383467
7.705750e+10,0.94721469,0.94466225,-39.796933,-39.824538,0.29180638,0.26470721
7.730688e+10,0.94691709,0.94440656,-39.926848,-39.962295,0.29277329,0.26558044
7.755625e+10,0.94661838,0.94414980,-40.056774,-40.100156,0.29374040,0.26645431
7.780562e+10,0.94631857,0.94389203,-40.186712,-40.238110,0.29470770,0.26732882
7.805500e+10,0.94601765,0.94363313,-40.316661,-40.376166,0.29567519,0.26820394
7.830438e+10,0.94571562,0.94337313,-40.446622,-40.514315,0.29664288,0.26907969
7.855375e+10,0.94541249,0.94311204,-40.576593,-40.652563,0.29761076,0.26995610
