case,source,passed,fit_s21_mean_rel_pct,fit_s21_max_rel_pct,fit_s21_phase_mean_deg,fit_s21_phase_max_deg,fit_s11_mean_rel_pct,extrap_s21_mean_rel_pct,extrap_s21_max_rel_pct,extrap_s21_phase_mean_deg,failures
turn1_d40,npz,True,0.5253256748982136,0.66426304736904,0.14681465605008484,0.3436904766774333,10.372547656511427,0.5233565787246369,0.6614668312242846,0.3048951508476023,
turn1_d60,npz,True,0.5782314103578369,0.7040564423725901,0.18365044982053969,0.36394272046103826,6.95809770294442,0.30868632405034185,0.6364427566270158,0.3650427878685321,
turn1_d80,npz,True,0.6198293404979287,0.7819795837591854,0.2246724353389614,0.41130436545333365,5.371589658447646,0.47686681669150743,1.594854820930756,0.5412136079591255,
