t_ui,v_outp,v_outn
0.015999999999999945,1.35287522,1.41544002
0.07199999999999976,1.35290253,1.415437
0.12799999999999956,1.3529203,1.4154404
0.18399999999999936,1.35293061,1.41544835
0.2399999999999992,1.35293524,1.41545934
0.295999999999999,1.35293569,1.41547208
0.3520000000000017,1.3529332,1.41548559
0.4080000000000015,1.35292879,1.41549909
0.4640000000000013,1.35292322,1.41551203
0.5200000000000011,1.3529171,1.41552403
0.576000000000001,1.35291089,1.41553483
0.6320000000000007,1.35290489,1.41554431
0.6880000000000005,1.35289931,1.41555242
0.7440000000000003,1.35289429,1.4155592
0.8000000000000002,1.35288987,1.41556473
0.856,1.35288609,1.41556909
0.9119999999999998,1.35288291,1.41557243
0.9679999999999995,1.35288029,1.41557487
1.0239999999999994,1.35287819,1.41557656
1.0799999999999992,1.35287653,1.41557761
1.135999999999999,1.35287526,1.41557816
1.1920000000000017,1.35287431,1.41557831
1.2480000000000016,1.35287361,1.41557816
1.3040000000000014,1.35287313,1.41557779
1.3600000000000012,1.35287281,1.41557727
1.4160000000000008,1.35287262,1.41557666
1.4720000000000006,1.35287251,1.41557602
1.5280000000000005,1.35287247,1.41557536
1.5840000000000003,1.35287247,1.41557472
1.6400000000000001,1.35287251,1.41557412
1.696,1.35287255,1.41557358
1.7519999999999998,1.3528726,1.41557309
1.8079999999999996,1.35287266,1.41557267
1.8639999999999994,1.35287271,1.41557231
1.9199999999999993,1.35287275,1.41557202
1.975999999999999,1.3528728,1.41557178
1.6000000010787207e-06,1.35287281,1.41557169
0.005601599999999901,1.35286285,1.41558183
0.01680160000000044,1.3528466,1.41559918
0.03920160000000152,1.35289408,1.41556407
0.08400160000000079,1.35364575,1.41491564
0.1400016000000006,1.3561487,1.41269645
0.19600160000000041,1.36042596,1.40879355
0.2520016000000002,1.36627254,1.40326749
0.25760159999999904,1.36695192,1.40261135
0.2688015999999996,1.36833248,1.40127316
0.29120160000000067,1.37116536,1.39850348
0.3360015999999999,1.37676492,1.39296902
0.39200159999999973,1.38322173,1.38652542
0.44800159999999956,1.38886034,1.38086268
0.5040015999999994,1.39365115,1.37602586
0.5600015999999991,1.39762771,1.37198789
0.6160015999999989,1.40084782,1.36869594
0.6720016000000016,1.4033843,1.36608088
0.7280016000000015,1.40531887,1.36406433
0.7840016000000013,1.40673644,1.36256398
0.8400016000000011,1.40772058,1.36149839
0.8960016000000008,1.40835033,1.36079013
0.9520016000000007,1.40869795,1.36036813
0.9999992000000002,1.4088193,1.36018694
1.005599199999999,1.4088337,1.36016592
1.0167991999999995,1.40885631,1.36013089
1.0391992000000005,1.40881271,1.36015996
1.0839991999999998,1.40807507,1.36093619
1.1399991999999997,1.40562471,1.3635442
1.1959991999999995,1.40138827,1.36796292
1.2519991999999993,1.39546328,1.3739526
1.2575992000000011,1.39476466,1.37464551
1.2687992000000017,1.393341,1.37605267
1.2911991999999997,1.39039759,1.3789361
1.335999199999999,1.38451274,1.38463104
1.3919992000000017,1.37764493,1.39120382
1.4479992000000015,1.37159548,1.39695928
1.5039992000000013,1.36642556,1.4018695
1.5599992000000011,1.36211096,1.40596435
1.615999200000001,1.35859581,1.40929714
1.6719992000000008,1.35580744,1.41193886
1.7279992000000006,1.35366286,1.41397033
1.7839992000000005,1.35207465,1.41547635
1.8399992000000003,1.35095589,1.41654076
1.8959992,1.35022367,1.41724321
1.9519991999999997,1.34980168,1.41765664
0.007999199999999615,1.34962159,1.41784611
0.06399919999999942,1.34962384,1.41786802
0.11999919999999922,1.34975771,1.41777015
