VCTRL_V,dc_gain_dB,ac_gain_28G_dB,peaking_28G_dB,G_peak_dB,f_peak_Hz,f_3dB_Hz
0.15,-8.038293760470559,-8.232351816936417,-0.19405805646585783,-7.6283277908469636,946569802.0,67621161525.41389
0.28,-1.325525810300494,-1.1449768756577956,0.1805489346426985,-0.48395429660846284,853365754.0,63994572842.67944
0.42,0.38366213623594514,0.7083520489427677,0.32468991270682257,1.380931530227064,787266279.0,63278003476.6966
0.65,1.4463040177089639,1.9054364555430134,0.45913243783404956,2.5804225959264744,796385945.0,62948445744.50729
1.0,2.548745464584914,3.1370779220625296,0.5883324574776156,3.8022604304930963,751820045.0,63629833967.56062
