time_s,v_outp,v_outn,v_inp,v_inn,vod,vid
1.480429e-09,1.43609805,1.37903076,1.32536293,1.37536293,0.05706728999999999,-0.050000000000000044
1.481429e-09,1.4360951,1.37902815,1.32536293,1.37536293,0.05706695000000006,-0.050000000000000044
1.482429e-09,1.43609222,1.37902548,1.32536293,1.37536293,0.057066740000000005,-0.050000000000000044
1.483429e-09,1.4360894,1.37902279,1.32536293,1.37536293,0.05706660999999991,-0.050000000000000044
1.484429e-09,1.43608665,1.37902005,1.32536293,1.37536293,0.05706659999999997,-0.050000000000000044
1.485429e-09,1.43608395,1.37901729,1.32536293,1.37536293,0.05706666000000005,-0.050000000000000044
1.486429e-09,1.43608132,1.37901451,1.32536293,1.37536293,0.05706681000000002,-0.050000000000000044
1.487429e-09,1.43607875,1.37901171,1.32536293,1.37536293,0.05706704000000018,-0.050000000000000044
1.488429e-09,1.43607624,1.37900889,1.32536293,1.37536293,0.05706735000000007,-0.050000000000000044
1.489429e-09,1.43607378,1.37900607,1.32536293,1.37536293,0.057067710000000105,-0.050000000000000044
1.490429e-09,1.43607139,1.37900323,1.32536293,1.37536293,0.057068160000000034,-0.050000000000000044
1.491429e-09,1.43606904,1.37900039,1.32536293,1.37536293,0.05706864999999994,-0.050000000000000044
1.492429e-09,1.43606675,1.37899754,1.32536293,1.37536293,0.05706920999999987,-0.050000000000000044
1.493429e-09,1.43606451,1.3789947,1.32536293,1.37536293,0.05706981,-0.050000000000000044
1.494429e-09,1.43606233,1.37899185,1.32536293,1.37536293,0.057070479999999923,-0.050000000000000044
1.495429e-09,1.43606019,1.37898901,1.32536293,1.37536293,0.05707118000000011,-0.050000000000000044
1.496429e-09,1.4360581,1.37898617,1.32536293,1.37536293,0.05707192999999999,-0.050000000000000044
1.497429e-09,1.43605606,1.37898334,1.32536293,1.37536293,0.05707272000000008,-0.050000000000000044
1.498429e-09,1.43605407,1.37898051,1.32536293,1.37536293,0.05707355999999986,-0.050000000000000044
1.499429e-09,1.43605213,1.37897769,1.32536293,1.37536293,0.05707444000000006,-0.050000000000000044
1.5e-09,1.43605104,1.37897608,1.32536293,1.37536293,0.05707496000000001,-0.050000000000000044
1.5001e-09,1.43606903,1.37895788,1.32647404,1.37425182,0.05711115000000011,-0.0477777800000001
1.5003e-09,1.43610241,1.37892574,1.32869626,1.3720296,0.05717667000000004,-0.04333334
1.5007e-09,1.43604648,1.37900677,1.33314071,1.36758515,0.057039709999999966,-0.03444444000000013
1.5015e-09,1.43479457,1.38046202,1.3420296,1.35869626,0.054332550000000035,-0.016666660000000055
1.5025e-09,1.43044576,1.38530568,1.35314071,1.34758515,0.045140079999999916,0.005555559999999904
1.5035e-09,1.42299322,1.3932646,1.36425182,1.33647404,0.029728619999999983,0.027777780000000085
1.5045e-09,1.41294899,1.4034739,1.37536293,1.32536293,0.00947509000000002,0.050000000000000044
1.5046e-09,1.41179344,1.40461405,1.37536293,1.32536293,0.007179390000000119,0.050000000000000044
1.5048e-09,1.40944938,1.40691509,1.37536293,1.32536293,0.00253429000000005,0.050000000000000044
1.5052e-09,1.40469594,1.41151956,1.37536293,1.32536293,-0.006823619999999808,0.050000000000000044
1.506e-09,1.39577921,1.41999386,1.37536293,1.32536293,-0.024214650000000004,0.050000000000000044
1.507e-09,1.38671452,1.42844671,1.37536293,1.32536293,-0.04173219000000006,0.050000000000000044
1.508e-09,1.38020195,1.43444379,1.37536293,1.32536293,-0.054241839999999986,0.050000000000000044
1.509e-09,1.37580285,1.43846358,1.37536293,1.32536293,-0.06266073000000016,0.050000000000000044
1.51e-09,1.37294373,1.44106172,1.37536293,1.32536293,-0.06811798999999996,0.050000000000000044
1.511e-09,1.37113884,1.44269628,1.37536293,1.32536293,-0.07155744000000008,0.050000000000000044
1.512e-09,1.37002636,1.44370232,1.37536293,1.32536293,-0.0736759600000001,0.050000000000000044
1.513e-09,1.36935545,1.44431035,1.37536293,1.32536293,-0.07495490000000005,0.050000000000000044
1.514e-09,1.36895942,1.44467218,1.37536293,1.32536293,-0.07571276000000005,0.050000000000000044
1.515e-09,1.36873115,1.4448847,1.37536293,1.32536293,-0.07615355000000013,0.050000000000000044
1.516e-09,1.36860333,1.44500822,1.37536293,1.32536293,-0.07640489000000006,0.050000000000000044
1.517e-09,1.36853472,1.44507944,1.37536293,1.32536293,-0.07654472000000001,0.050000000000000044
1.517857e-09,1.36850404,1.44511564,1.37536293,1.32536293,-0.07661160000000011,0.050000000000000044
1.517957e-09,1.36848388,1.44513702,1.37425182,1.32647404,-0.0766531399999999,0.0477777800000001
1.518157e-09,1.36844813,1.44517712,1.3720296,1.32869626,-0.07672899000000011,0.04333334
