k,h_mV,h_over_h0,kept
-3,-6.900000006082596e-05,4.0466111224617195e-07,no
-2,-7.89141428577166e-05,4.6280412742907833e-07,no
-1,-0.02605560392847359,0.000152807096473148,no
0,-170.51304899999985,1.0,yes
1,-2.562957285714228,0.015030857173366424,yes
2,0.04633371428567702,-0.00027173119334507394,no
3,0.01356471428570957,-7.955235312054962e-05,no
4,-0.004448999999963153,2.6091844735960097e-05,no
5,-0.013883285714288592,8.142066425830322e-05,no
6,-0.01952971428560874,0.00011453501301011138,no
7,-0.02313100000005675,0.00013565530694402615,no
8,-0.025570285714277396,0.00014996087316623737,no
9,-0.02726214285719326,0.00015988302958088143,no
10,-0.028487999999994375,0.00016707225732614985,no
