VCTRL_V,dc_gain_dB,ac_gain_28G_dB,peaking_28G_dB,G_peak_dB,f_peak_Hz,f_3dB_Hz
0.15,-5.608326888010761,-7.206355011908466,-1.5980281238977048,-5.24101358078669,463481643.0,36964933561.8012
0.28,1.0498220347197094,-0.22992789628430818,-1.2797499310040175,1.799375503971266,514102804.0,36110343726.05873
0.42,2.757223962069821,1.5962658743852667,-1.1609580876845542,3.6385854089209557,514102804.0,35933526821.41586
0.65,3.8209522873682227,2.7819853572452384,-1.0389669301229842,4.826291942383417,532176612.0,35871610572.594345
1.0,4.958629439440095,4.030851797611958,-0.9277776418281372,6.052636809905076,532176612.0,36178733623.179695
