t_ui,v_outp,v_outn
0.015999999999999945,1.35757634,1.41963252
0.07199999999999976,1.35758397,1.4196519
0.12799999999999956,1.35759201,1.41966916
0.18399999999999936,1.35760022,1.41968457
0.2399999999999992,1.35760841,1.41969839
0.295999999999999,1.35761645,1.41971082
0.3520000000000017,1.35762424,1.41972203
0.4080000000000015,1.35763171,1.41973217
0.4640000000000013,1.35763883,1.41974135
0.5200000000000011,1.35764556,1.41974968
0.576000000000001,1.35765189,1.41975724
0.6320000000000007,1.35765781,1.41976413
0.6880000000000005,1.35766333,1.41977039
0.7440000000000003,1.35766847,1.4197761
0.8000000000000002,1.35767322,1.41978131
0.856,1.35767762,1.41978605
0.9119999999999998,1.35768167,1.41979038
0.9679999999999995,1.35768541,1.41979433
1.0239999999999994,1.35768884,1.41979793
1.0799999999999992,1.35769199,1.41980122
1.135999999999999,1.35769488,1.41980422
1.1920000000000017,1.35769752,1.41980695
1.2480000000000016,1.35769994,1.41980945
1.3040000000000014,1.35770214,1.41981173
1.3600000000000012,1.35770416,1.41981381
1.4160000000000008,1.357706,1.4198157
1.4720000000000006,1.35770768,1.41981743
1.5280000000000005,1.3577092,1.41981901
1.5840000000000003,1.35771059,1.41982045
1.6400000000000001,1.35771186,1.41982176
1.696,1.35771301,1.41982296
1.7519999999999998,1.35771406,1.41982405
1.8079999999999996,1.35771502,1.41982505
1.8639999999999994,1.35771589,1.41982596
1.9199999999999993,1.35771667,1.41982679
1.975999999999999,1.35771739,1.41982755
1.6000000010787207e-06,1.35771768,1.41982785
0.005601599999999901,1.35770757,1.41983817
0.01680160000000044,1.35769095,1.41985596
0.03920160000000152,1.35773702,1.4198228
0.08400160000000079,1.35848477,1.41918299
0.1400016000000006,1.36097979,1.41698857
0.19600160000000041,1.36521895,1.41315351
0.2520016000000002,1.37093519,1.40779348
0.25760159999999904,1.37159345,1.4071621
0.2688015999999996,1.37292813,1.40587685
0.29120160000000067,1.37564639,1.40323427
0.3360015999999999,1.38091426,1.39804784
0.39200159999999973,1.38675701,1.39222395
0.44800159999999956,1.39159464,1.38735835
0.5040015999999994,1.39548748,1.38341508
0.5600015999999991,1.39858074,1.38026105
0.6160015999999989,1.40102879,1.37774838
0.6720016000000016,1.40296717,1.37574427
0.7280016000000015,1.40450476,1.37414124
0.7840016000000013,1.40572582,1.37285579
0.8400016000000011,1.4066954,1.37182353
0.8960016000000008,1.40746447,1.37099401
0.9520016000000007,1.40807353,1.3703272
0.9999992000000002,1.40849256,1.36986101
1.005599199999999,1.40854581,1.36980263
1.0167991999999995,1.40864735,1.36969158
1.0391992000000005,1.40876871,1.36956098
1.0839991999999998,1.40838255,1.36999371
1.1399991999999997,1.40640072,1.37213863
1.1959991999999995,1.40267388,1.37604743
1.2519991999999993,1.39733933,1.38143614
1.2575992000000011,1.39670631,1.38206141
1.2687992000000017,1.3954167,1.38333008
1.2911991999999997,1.39275915,1.38591672
1.335999199999999,1.38752597,1.39093161
1.3919992000000017,1.38163027,1.39649157
1.4479992000000015,1.37669803,1.40109358
1.5039992000000013,1.37270702,1.40480113
1.5599992000000011,1.36952534,1.40775375
1.615999200000001,1.36700146,1.4100974
1.6719992000000008,1.36499969,1.41196101
1.7279992000000006,1.36340987,1.41344773
1.7839992000000005,1.36214629,1.41463718
1.8399992000000003,1.36114264,1.4155905
1.8959992,1.36034688,1.41635551
1.9519991999999997,1.3597176,1.41697006
0.007999199999999615,1.35922147,1.41746448
0.06399919999999942,1.35883165,1.41786301
0.11999919999999922,1.35852655,1.41818508
0.17599919999999902,1.35828888,1.41844611
0.23199920000000174,1.35810478,1.41865842
0.28799920000000157,1.35796319,1.41883175
0.34399920000000134,1.35785524,1.41897388
0.39999920000000116,1.3577739,1.41909096
0.455999200000001,1.3577135,1.41918793
0.5119992000000008,1.35766956,1.41926867
0.5679992000000006,1.35763847,1.41933632
0.6239992000000004,1.35761738,1.41939334
0.6799992000000002,1.35760401,1.41944172
0.7359992,1.35759657,1.41948303
0.7919991999999998,1.35759362,1.41951855
0.8479991999999996,1.35759404,1.41954928
0.9039991999999994,1.35759693,1.41957603
0.9599991999999993,1.35760161,1.41959946
1.015999199999999,1.35760752,1.41962009
1.0719992000000018,1.35761425,1.41963835
1.1279992000000016,1.35762146,1.4196546
1.1839992000000013,1.35762892,1.41966911
1.239999200000001,1.35763643,1.41968212
1.295999200000001,1.35764385,1.41969382
1.3519992000000007,1.35765108,1.41970438
1.4079992000000006,1.35765805,1.41971393
1.4639992000000004,1.35766471,1.41972259
1.5199992000000002,1.35767103,1.41973044
1.5759992,1.35767698,1.41973759
1.6319991999999999,1.35768257,1.41974409
1.6879991999999997,1.35768779,1.41975001
1.7439991999999995,1.35769265,1.41975541
1.7999991999999991,1.35769716,1.41976034
1.855999199999999,1.35770134,1.41976483
1.9119992000000017,1.3577052,1.41976894
1.9679992000000015,1.35770875,1.41977269
0.02399920000000137,1.35771203,1.41977611
0.07999920000000117,1.35771503,1.41977924
0.13599920000000099,1.35771779,1.41978209
0.19199920000000079,1.35772032,1.4197847
0.24799920000000059,1.35772264,1.41978708
0.3039992000000004,1.35772475,1.41978925
0.3599992000000002,1.35772669,1.41979124
0.4159992,1.35772845,1.41979305
0.47199919999999984,1.35773006,1.41979471
0.5279991999999997,1.35773153,1.41979622
0.5839991999999995,1.35773287,1.4197976
0.6399991999999992,1.35773409,1.41979886
0.695999199999999,1.3577352,1.41980001
0.7519992000000018,1.35773621,1.41980106
0.8079992000000016,1.35773713,1.41980202
0.8639992000000014,1.35773797,1.4198029
0.9199992000000012,1.35773874,1.41980371
0.975999200000001,1.35773943,1.41980444
1.031999200000001,1.35774006,1.41980511
1.0879992000000005,1.35774064,1.41980573
1.1439992000000003,1.35774116,1.41980629
1.1999992000000002,1.35774164,1.41980681
1.2559992,1.35774207,1.41980728
1.3119991999999998,1.35774247,1.41980772
1.3679991999999996,1.35774283,1.41980812
1.4239991999999995,1.35774316,1.41980849
1.4799991999999993,1.35774347,1.41980883
1.5359991999999991,1.35774374,1.41980914
